Matrix millisec_spmv
n4c6-b2 0.005093
n4c6-b3 0.004901
n4c6-b4 0.005283
n4c6-b5 0.006227
n4c6-b6 0.012973
n4c6-b7 0.021915
n4c6-b8 0.039047
n4c6-b9 0.038543
Na5 0.006022
NACA0015 0.192542
nasa1824 0.005011
nasa2146 0.003918
nasa2910 0.004894
nasa4704 0.005229
nasasrb 0.042020
nc2010 0.045794
ncvxbqp1 0.007226
ncvxqp1 0.005123
ncvxqp3 0.009468
ncvxqp5 0.008276
ncvxqp7 0.011068
ncvxqp9 0.005169
nd12k 0.149333
nd2010 0.018203
nd24k 0.293732
nd3k 0.036362
nd6k 0.072349
ne2010 0.026840
nemeth01 0.007425
nemeth02 0.006278
nemeth03 0.006302
nemeth04 0.006279
nemeth05 0.006338
nemeth06 0.006300
nemeth07 0.006317
nemeth08 0.006287
nemeth09 0.006248
nemeth10 0.006372
nemeth11 0.006389
nemeth12 0.006560
nemeth13 0.006548
nemeth14 0.006657
nemeth15 0.006753
nemeth16 0.006847
nemeth17 0.006942
nemeth18 0.007066
nemeth19 0.008731
nemeth20 0.013512
nemeth21 0.017305
nemeth22 0.018702
nemeth23 0.020244
nemeth24 0.020224
nemeth25 0.020235
nemeth26 0.020224
nemscem 0.004932
nemsemm1 0.048097
nemsemm2 0.018814
nemspmm1 0.005491
nemspmm2 0.006248
nemswrld 0.007688
neos1 0.012271
neos2 0.016823
neos3 0.243282
neos 0.032638
net100 0.036391
net125 0.046056
net150 0.055936
net25 0.007808
net4-1 0.072508
net50 0.018448
net75 0.026322
netherlands_osm 0.125868
netscience 0.004965
netz4504_dual 0.003964
netz4504 0.005068
nh2010 0.007538
nl 0.004868
nlpkkt80 0.522895
NLR 1.873950
nm2010 0.028533
nmos3 0.008158
nnc1374 0.005081
nnc666 0.004890
nopoly 0.004972
nopss_11k 0.004915
nos1 0.005031
nos2 0.005139
nos3 0.004986
nos6 0.004845
nos7 0.005060
NotreDame_actors 0.066161
NotreDame_yeast 0.005025
N_pid 0.008929
N_reactome 0.017438
ns3Da 0.038229
nsct 0.012748
nsir 0.005494
nug08-3rd 0.005417
nv2010 0.011238
ny2010 0.053534
obstclae 0.004538
odepa400 0.003922
odepb400 0.004978
ODLIS 0.005221
offshore 0.099239
oh2010 0.054349
ohne2 0.164481
oilpan 0.052299
ok2010 0.042044
olafu 0.016319
olesnik0 0.014062
olm1000 0.004950
olm100 0.003906
olm2000 0.004844
olm5000 0.005087
olm500 0.004955
onera_dual 0.007696
onetone1 0.010143
onetone2 0.006777
OPF_10000 0.010245
OPF_3754 0.005991
OPF_6000 0.008101
opt1 0.025751
or2010 0.035624
orani678 0.006932
orbitRaising_2 0.004975
orbitRaising_3 0.005206
orbitRaising_4 0.005143
Oregon-1 0.061834
Oregon-2 0.032466
orsirr_1 0.004935
orsirr_2 0.005021
orsreg_1 0.005237
p010 0.010572
p05 0.007129
p2756 0.005937
p2p-Gnutella04 0.005827
p2p-Gnutella05 0.005008
p2p-Gnutella06 0.006131
p2p-Gnutella08 0.005057
p2p-Gnutella09 0.005081
p2p-Gnutella24 0.007784
p2p-Gnutella25 0.006886
p2p-Gnutella30 0.006495
p2p-Gnutella31 0.008336
p6000 0.039118
pa2010 0.068600
packing-500x100x100-b050 0.645830
para-10 0.129722
parabolic_fem 0.066295
patents_main 0.028177
patents 1.352030
pattern1 0.150262
pcb1000 0.009776
pcb3000 0.034000
pcrystk02 0.014589
pcrystk03 0.024455
pct20stif 0.040558
pdb1HYS 0.050971
pde225 0.004964
pde2961 0.004889
pde900 0.005057
Pd 0.005067
pds-100 0.032160
pds10 0.005309
pds-30 0.009105
pds-40 0.011497
pds-50 0.015803
pds-60 0.021182
pds-70 0.024168
pds-80 0.026972
pds-90 0.029963
pesa 0.005061
pf2177 0.003915
pfinan512 0.008523
pgp2 0.005053
PGPgiantcompo 0.006939
photogrammetry2 0.005051
photogrammetry 0.004965
piston 0.005043
pivtol 0.004999
pkustk01 0.017922
pkustk02 0.010239
pkustk03 0.047516
pkustk04 0.065400
pkustk05 0.030674
pkustk06 0.035692
pkustk07 0.030102
pkustk08 0.038541
pkustk09 0.026306
pkustk10 0.061910
pkustk11 0.068280
pkustk12 0.114951
pkustk13 0.086615
pkustk14 0.174623
plat1919 0.004992
plbuckle 0.003963
plddb 0.004925
pli 0.021115
pltexpa 0.005066
poisson3Da 0.008686
poisson3Db 0.064383
polblogs 0.005011
poli3 0.016379
poli4 0.015698
poli_large 0.021737
poli 0.005135
pores_2 0.005112
pores_3 0.005425
power 0.004955
powersim 0.005109
PR02R 0.115040
pre2 0.146566
preferentialAttachment 0.042989
Pres_Poisson 0.008580
primagaz 0.010522
progas 0.003923
psmigr_1 0.010713
psmigr_2 0.010342
psmigr_3 0.010640
psse0 0.004969
psse1 0.004047
psse2 0.004974
pwtk 0.169134
pwt 0.006042
qa8fk 0.029654
qa8fm 0.031963
qc2534 0.006308
qh1484 0.005010
qh768 0.003920
qh882 0.005284
qiulp 0.007453
qpband 0.004994
QRpivot 0.003896
r05 0.007371
radfr1 0.003872
raefsky1 0.005668
raefsky2 0.005634
raefsky3 0.022146
raefsky4 0.020657
raefsky5 0.005680
raefsky6 0.005042
rail_1357 0.004973
rail_20209 0.005403
rail_5177 0.005390
rail_79841 0.010750
Raj1 1.140059
rajat01 0.017676
rajat02 0.007818
rajat03 0.005072
rajat04 0.006094
rajat06 0.004983
rajat07 0.005123
rajat08 0.005550
rajat09 0.005124
rajat10 0.005059
rajat12 0.014188
rajat13 0.060416
rajat15 0.021914
rajat16 0.313180
rajat18 0.291814
rajat19 0.009138
rajat20 0.306232
rajat21 3.779917
rajat22 0.072607
rajat23 0.045150
rajat24 1.690376
rajat25 0.314226
rajat26 0.069993
rajat27 0.032839
ramage02 0.033775
rat 0.004977
rdb1250l 0.005093
rdb1250 0.004995
rdb200l 0.005052
rdb200 0.005006
rdb2048 0.004945
rdb2048_noL 0.005117
rdb3200l 0.005037
rdb450l 0.005018
rdb450 0.004986
rdb5000 0.004968
rdb800l 0.005070
rdb968 0.005071
rdist1 0.005069
rdist2 0.004956
rdist3a 0.004947
rel6 0.004968
rel7 0.003964
rel8 0.018507
rel9 0.609339
relat6 0.004905
relat7 0.003899
relat8 0.025087
reorientation_1 0.005929
reorientation_2 0.009629
reorientation_3 0.014202
reorientation_4 0.015335
reorientation_5 0.016690
reorientation_6 0.017232
reorientation_7 0.017317
reorientation_8 0.016818
Reuters911 0.012745
RFdevice 0.011374
rgg_n_2_15_s0 0.008048
rgg_n_2_16_s0 0.014582
rgg_n_2_17_s0 0.034242
rgg_n_2_18_s0 0.078482
rgg_n_2_19_s0 0.178192
rgg_n_2_20_s0 0.405532
rgg_n_2_21_s0 0.935937
rgg_n_2_22_s0 2.143118
ri2010 0.005075
rim 0.018393
rlfddd 0.005388
rlfdual 0.006652
rlfprim 0.006822
rma10 0.036176
road_central 2.534774
roadNet-CA 0.117054
roadNet-PA 0.067038
roadNet-TX 0.082910
road_usa 2.562752
Roget 0.005032
rosen10 0.014706
rosen2 0.008672
rosen8 0.005862
rotor2 0.005047
route 0.024713
Rucci1 0.126929
rw136 0.005365
rw496 0.003879
rw5151 0.005024
S10PI_n1 0.004994
S10PI_n 0.005018
s1rmq4m1 0.005357
s1rmt3m1 0.005261
S20PI_n1 0.005259
S20PI_n 0.005009
s2rmq4m1 0.005389
s2rmt3m1 0.005274
s3dkq4m2 0.070275
s3dkt3m2 0.057712
s3rmt3m1 0.004984
s3rmt3m3 0.005083
S40PI_n1 0.005022
S40PI_n 0.005247
s4dkt3m2 0.057467
S80PI_n1 0.005075
S80PI_n 0.003959
saylr1 0.004935
saylr3 0.005030
saylr4 0.004955
sc2010 0.029694
sc205-2r 0.005025
scagr7-2b 0.004907
scagr7-2c 0.005128
scagr7-2r 0.004998
scfxm1-2b 0.005039
scfxm1-2r 0.005889
SciMet 0.004979
scircuit 0.025645
scrs8-2b 0.005253
scrs8-2r 0.004985
scsd8-2b 0.005416
scsd8-2r 0.005509
sctap1-2b 0.005189
sctap1-2c 0.005049
sctap1-2r 0.005213
sd2010 0.009459
se 0.005047
seymourl 0.004932
sgpf5y6 0.022975
shallow_water1 0.005139
shallow_water2 0.005144
shar_te2-b1 0.004969
shar_te2-b2 0.011123
shar_te2-b3 0.015302
sherman1 0.004961
sherman2 0.003917
sherman3 0.005042
sherman4 0.005095
sherman5 0.005018
shermanACa 0.026975
shermanACb 0.108956
shermanACd 0.054237
ship_001 0.054600
ship_003 0.105670
shipsec1 0.110663
shipsec5 0.140448
shipsec8 0.090264
shl_0 0.018651
shl_200 0.019437
shl_400 0.018900
shock-9 0.004969
shuttle_eddy 0.005076
shyy161 0.005450
shyy41 0.005131
Si10H16 0.014794
Si2 0.004984
Si34H36 0.094674
Si41Ge41H72 0.237904
Si5H12 0.012710
Si87H76 0.199775
Sieber 0.026085
SiH4 0.004981
SiNa 0.005256
sinc12 0.005896
sinc15 0.009403
sinc18 0.019334
SiO2 0.192818
SiO 0.026453
sit100 0.004866
skirt 0.005045
slptsk 0.004945
SmaGri 0.006811
small 0.004995
smallworld 0.021358
sme3Da 0.020334
sme3Db 0.051054
sme3Dc 0.076952
smt 0.043659
soc-Epinions1 0.030363
soc-sign-epinions 0.057699
soc-sign-Slashdot081106 0.017419
soc-sign-Slashdot090216 0.018792
soc-sign-Slashdot090221 0.018928
soc-Slashdot0811 0.042559
soc-Slashdot0902 0.044120
south31 0.005444
spaceShuttleEntry_1 0.004963
spaceShuttleEntry_2 0.009034
spaceShuttleEntry_3 0.010781
spaceShuttleEntry_4 0.014456
spaceStation_10 0.004935
spaceStation_11 0.005113
spaceStation_12 0.004964
spaceStation_13 0.004817
spaceStation_14 0.004939
spaceStation_4 0.003950
spaceStation_5 0.005214
spaceStation_6 0.004428
spaceStation_7 0.005021
spaceStation_8 0.004940
spaceStation_9 0.005237
sparsine 0.049756
specular 0.101387
spiral 0.005138
spmsrtls 0.005002
srb1 0.046941
sstmodel 0.005045
Stanford_Berkeley 0.949081
Stanford 0.638011
stat96v1 0.006815
stat96v4 0.121211
stat96v5 0.004899
std1_Jac2_db 0.010662
std1_Jac2 0.022511
std1_Jac3_db 0.010837
std1_Jac3 0.024269
steam2 0.004967
steam3 0.003993
StocF-1465 0.370859
stoch_aircraft 0.004965
stokes128 0.009029
stokes64 0.005032
stokes64s 0.005016
stomach 0.052815
stormg2-125 0.007823
stormg2-27 0.005030
stormg2-8 0.004945
struct3 0.022669
struct4 0.005130
sts4098 0.005170
stufe-10 0.005015
stufe 0.005018
swang1 0.004930
swang2 0.005113
t2dah_a 0.005059
t2dah_e 0.004995
t2dah 0.004765
t2dal_a 0.004975
t2dal_bci 0.005084
t2dal_e 0.005034
t2dal 0.004997
t2d_q4 0.005117
t2d_q9 0.005046
t2em 0.079027
t3dh_a 0.068262
t3dh_e 0.068180
t3dh 0.065801
t3dl_a 0.008806
t3dl_e 0.004953
t3dl 0.008835
t520 0.005192
t60k 0.005214
tandem_dual 0.007000
tandem_vtx 0.005714
ted_AB 0.007638
ted_AB_unscaled 0.007586
ted_A 0.007016
ted_B 0.005005
ted_B_unscaled 0.005006
testbig 0.005495
TF13 0.005224
TF14 0.004940
TF15 0.005049
TF16 0.006462
TF17 0.011720
TF18 0.040661
TF19 0.118740
thermal1 0.008678
thermal2 0.173498
thermal 0.005031
thermomech_dK 0.047551
thermomech_dM 0.031223
thermomech_TC 0.020708
thread 0.050773
tmt_sym 0.093260
tmt_unsym 0.079113
tn2010 0.037176
tols1090 0.005182
tols2000 0.006089
tols340 0.005025
tols4000 0.006832
tomographic1 0.016746
torsion1 0.005251
torso1 0.122885
torso2 0.019715
torso3 0.098425
trans4 1.720253
transient 0.911716
trdheim 0.025825
Trec13 0.008088
Trec14 0.034044
Trefethen_150 0.004966
Trefethen_20000b 0.009919
Trefethen_20000 0.009967
Trefethen_2000 0.005014
Trefethen_200b 0.005487
Trefethen_200 0.004946
Trefethen_300 0.004984
Trefethen_500 0.005012
Trefethen_700 0.005037
troll 0.167707
TSC_OPF_1047 0.028056
TSC_OPF_300 0.023759
TS 0.003982
TSOPF_FS_b162_c1 0.020762
TSOPF_FS_b162_c3 0.090309
TSOPF_FS_b162_c4 0.119587
TSOPF_FS_b300_c2 0.200774
TSOPF_FS_b300_c3 0.317494
TSOPF_FS_b300 0.101586
TSOPF_FS_b39_c19 0.212880
TSOPF_FS_b39_c30 0.342797
TSOPF_FS_b39_c7 0.066019
TSOPF_FS_b9_c1 0.009019
TSOPF_FS_b9_c6 0.042509
TSOPF_RS_b162_c1 0.005029
TSOPF_RS_b162_c3 0.008504
TSOPF_RS_b162_c4 0.012329
TSOPF_RS_b2052_c1 0.076148
TSOPF_RS_b2383_c1 0.163312
TSOPF_RS_b2383 0.164220
TSOPF_RS_b300_c1 0.020372
TSOPF_RS_b300_c2 0.037852
TSOPF_RS_b300_c3 0.054034
TSOPF_RS_b39_c19 0.013605
TSOPF_RS_b39_c30 0.024523
TSOPF_RS_b39_c7 0.006523
TSOPF_RS_b678_c1 0.050282
TSOPF_RS_b678_c2 0.095755
TSOPF_RS_b9_c6 0.005041
ts-palko 0.205896
tsyl201 0.030255
tub1000 0.005023
tub100 0.003913
tube1 0.016456
tube2 0.016864
tuma1 0.004977
tuma2 0.005286
turon_m 0.031920
twotone 0.030862
tx2010 0.149546
ukerbe1_dual 0.005149
ukerbe1 0.003831
uk 0.004995
ulevimin 0.071045
USpowerGrid 0.005123
usroads-48 0.006831
usroads 0.006964
ut2010 0.016104
utm1700b 0.005147
utm300 0.004960
utm3060 0.004916
utm5940 0.005182
va2010 0.046109
vanbody 0.038514
venkat01 0.030258
venturiLevel3 0.296410
vfem 0.026841
vibrobox 0.007130
viscoplastic1 0.005049
viscoplastic2 0.007478
viscorocks 0.022979
vsp_barth5_1Ksep_50in_5Kout 0.006859
vsp_bcsstk30_500sep_10in_1Kout 0.111538
vsp_befref_fxm_2_4_air02 0.011974
vsp_bump2_e18_aa01_model1_crew1 0.014595
vsp_c-30_data_data 0.014655
vsp_c-60_data_cti_cs4 0.030771
vsp_data_and_seymourl 0.005069
vsp_finan512_scagr7-2c_rlfddd 0.033593
vsp_mod2_pgp2_slptsk 0.044929
vsp_model1_crew1_cr42_south31 0.179658
vsp_msc10848_300sep_100in_1Kout 0.060247
vsp_p0291_seymourl_iiasa 0.005340
vsp_sctap1-2b_and_seymourl 0.026890
vsp_south31_slptsk 0.100964
vsp_vibrobox_scagr7-2c_rlfddd 0.023802
vt2010 0.005782
wa2010 0.030943
wang1 0.004978
wang2 0.003927
wang3 0.004936
wang4 0.004768
water_tank 0.034993
wathen100 0.007590
wathen120 0.008359
watson_1 0.028702
watson_2 0.047204
watt_1 0.005108
watt_2 0.003893
wave 0.039019
wb-cs-stanford 0.008099
webbase-1M 0.250096
web-BerkStan 0.146898
web-Google 0.248426
web-NotreDame 0.145782
web-Stanford 0.081529
well1033 0.005067
well1850 0.004996
west0655 0.005149
west0989 0.004985
west1505 0.004949
west2021 0.005127
wheel_601 0.167478
whitaker3_dual 0.004957
whitaker3 0.004974
wi2010 0.036991
wikipedia-20051105 1.168802
wiki-Talk 6.252677
wiki-Vote 0.008464
windscreen 0.022086
wing 0.007056
wing_nodal 0.005593
Wordnet3 0.006406
world 0.008392
wv2010 0.021511
ww_vref_6405 0.004996
wy2010 0.012294
x104 0.118650
xenon1 0.021302
xenon2 0.066908
xingo3012 0.003974
xingo_afonso_itaipu 0.003914
yeast 0.005122
young1c 0.005036
young2c 0.005088
young3c 0.005107
Zd_Jac2_db 0.012225
Zd_Jac2 0.026912
Zd_Jac3_db 0.012551
Zd_Jac3 0.030007
Zd_Jac6_db 0.011775
Zd_Jac6 0.027810
zenios 0.005012
zeros_nopss_13k 0.003905
Zewail 0.005635
Zhao1 0.004680
